species,elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,sepal_to_petal_length_ratio,sepal_to_petal_width_ratio,sepal_petal_length_diff,sepal_petal_width_diff,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2,sepal_area_sqrt,petal_area_sqrt,area_ratios
1,121.4,sandy,5.66,2.48,4.11,1.09,14.0368,4.479900000000001,2.282258064516129,3.770642201834862,1.3771289537712894,2.275229357798165,1.5499999999999998,1.39,7.14,15.92,47.44,3.746571766295155,2.1165774259402848,3.1332842250943096
2,70.8,loamy,7.02,3.12,6.23,1.85,21.9024,11.5255,2.25,3.367567567567568,1.1268057784911716,1.6864864864864864,0.7899999999999991,1.27,13.62,9.64,67.44,4.68,3.394922679531892,1.900342718320246
1,221.4,clay,5.34,2.75,3.91,1.52,14.685,5.9432,1.9418181818181817,2.572368421052632,1.3657289002557544,1.8092105263157892,1.4299999999999995,1.23,8.53,17.69,60.88,3.832101251271944,2.4378679209506,2.470891102436397
1,227.4,loamy,6.42,2.54,4.87,1.29,16.3068,6.2823,2.52755905511811,3.775193798449613,1.3182751540041069,1.9689922480620157,1.5499999999999998,1.25,8.28,13.64,54.74,4.038167901412718,2.506451675177481,2.595673559046846
0,67.6,sandy,5.2,2.72,1.78,0.36,14.144000000000002,0.6408,1.9117647058823528,4.944444444444445,2.9213483146067416,7.555555555555556,3.42,2.3600000000000003,5.65,19.96,51.75,3.760850967533811,0.80049984384758,22.072409488139822
1,145.9,clay,6.57,2.76,4.53,1.61,18.1332,7.293300000000001,2.380434782608696,2.813664596273292,1.4503311258278146,1.714285714285714,2.04,1.1499999999999997,8.0,16.24,58.96,4.258309523742961,2.700611041968095,2.4862819299905388
2,201.5,loamy,5.16,3.2,5.64,1.43,16.512,8.065199999999999,1.6125,3.944055944055944,0.9148936170212768,2.237762237762238,-0.4799999999999995,1.7700000000000002,12.09,8.59,64.31,4.063496031744094,2.839929576591645,2.04731438773992
1,89.8,sandy,6.41,2.63,4.81,1.07,16.8583,5.1467,2.4372623574144487,4.495327102803738,1.3326403326403329,2.457943925233645,1.6000000000000003,1.5599999999999998,8.77,18.49,64.95,4.105886018875829,2.2686339501999875,3.275555210134649
1,220.8,clay,6.29,2.94,4.4,1.4,18.4926,6.16,2.139455782312925,3.1428571428571432,1.4295454545454545,2.1,1.89,1.54,7.06,10.93,66.65,4.300302314954148,2.4819347291981715,3.0020454545454545
2,209.5,sandy,7.81,2.43,5.59,2.03,18.9783,11.347699999999998,3.213991769547325,2.7536945812807883,1.3971377459749552,1.1970443349753697,2.22,0.4000000000000003,11.93,10.06,61.04,4.356409071701141,3.3686347382879016,1.6724358239995774
1,249.9,clay,5.58,3.01,4.22,1.25,16.7958,5.275,1.853820598006645,3.376,1.3222748815165877,2.408,1.3600000000000003,1.7599999999999998,8.08,13.5,57.62,4.098267926819817,2.2967368155711703,3.1840379146919435
1,170.6,sandy,5.94,2.89,3.89,0.91,17.166600000000003,3.5399000000000003,2.055363321799308,4.274725274725275,1.5269922879177378,3.175824175824176,2.0500000000000003,1.98,6.88,14.46,60.24,4.14325958636434,1.881462197334828,4.849459024266222
1,189.0,loamy,6.06,2.62,5.1,1.03,15.8772,5.253,2.312977099236641,4.951456310679611,1.188235294117647,2.5436893203883497,0.96,1.59,7.24,14.87,70.91,3.9846204336172346,2.291942407653386,3.0225014277555684
2,63.0,loamy,8.24,3.39,6.63,2.18,27.9336,14.4534,2.430678466076696,3.0412844036697244,1.2428355957767725,1.555045871559633,1.6100000000000003,1.21,13.84,10.68,66.36,5.285224687749803,3.801762749041554,1.9326663622400264
1,162.4,clay,6.92,3.4,4.2,1.6,23.528,6.720000000000001,2.0352941176470587,2.625,1.6476190476190475,2.125,2.72,1.7999999999999998,6.4,17.47,61.83,4.850566977168752,2.5922962793631443,3.501190476190476
0,81.7,clay,5.15,3.58,1.63,0.29,18.437,0.4726999999999999,1.4385474860335197,5.620689655172414,3.159509202453988,12.344827586206897,3.5200000000000005,3.29,5.38,17.95,35.16,4.293832786683711,0.6875318174455637,39.00359636132855
1,152.7,loamy,6.16,2.85,4.73,1.85,17.556,8.7505,2.16140350877193,2.556756756756757,1.3023255813953487,1.5405405405405406,1.4299999999999995,1.0,8.99,17.6,58.47,4.189988066808783,2.9581244057679523,2.0062853551225643
1,247.5,loamy,5.21,2.98,4.95,1.55,15.5258,7.6725,1.748322147651007,3.193548387096774,1.0525252525252524,1.9225806451612903,0.2599999999999998,1.43,8.01,15.53,57.3,3.940279177926356,2.769927796892908,2.0235646790485498
0,124.3,clay,4.82,2.91,1.85,0.19,14.0262,0.3515,1.656357388316151,9.736842105263158,2.605405405405405,15.31578947368421,2.97,2.72,5.68,19.13,47.42,3.7451568725488658,0.5928743543112656,39.90384068278805
2,170.9,loamy,6.21,3.45,5.23,1.55,21.4245,8.1065,1.7999999999999998,3.374193548387097,1.187380497131931,2.2258064516129035,0.9799999999999996,1.9,12.63,8.49,70.11,4.628660713424565,2.847191598751303,2.642879171035589
0,144.1,clay,4.91,3.52,1.61,0.48,17.2832,0.7728,1.3948863636363638,3.354166666666667,3.049689440993789,7.333333333333334,3.3,3.04,4.14,19.71,51.02,4.157306820526962,0.8790904390334364,22.36438923395445
1,116.9,loamy,4.93,2.78,4.79,1.16,13.705399999999996,5.5564,1.7733812949640289,4.129310344827586,1.0292275574112737,2.396551724137931,0.1399999999999996,1.62,7.64,13.96,65.41,3.70208049615348,2.357201730866495,2.4665970772442583
1,163.4,clay,6.19,2.95,3.78,1.38,18.260500000000004,5.216399999999999,2.0983050847457627,2.739130434782609,1.6375661375661377,2.13768115942029,2.4100000000000006,1.5700000000000005,5.67,14.96,58.06,4.273230627990959,2.283943957280913,3.500594279579788
1,180.5,clay,5.53,3.27,4.47,1.6,18.0831,7.152,1.691131498470948,2.79375,1.2371364653243848,2.04375,1.0600000000000005,1.67,9.81,12.8,68.91,4.252422838806132,2.6743223440714847,2.528397651006712
2,120.7,sandy,6.21,2.17,6.03,1.54,13.4757,9.2862,2.8617511520737327,3.915584415584416,1.0298507462686566,1.409090909090909,0.1799999999999997,0.6299999999999999,14.6,14.11,68.21,3.670926313616224,3.0473266972873128,1.4511533242876524
1,219.8,sandy,6.25,2.07,4.27,0.81,12.937499999999998,3.4587,3.0193236714975846,5.271604938271604,1.4637002341920375,2.555555555555556,1.9800000000000004,1.2599999999999998,6.88,15.27,53.16,3.59687364248454,1.8597580487794645,3.740567265157429
2,139.1,loamy,6.41,2.28,6.5,1.95,14.6148,12.675,2.8114035087719302,3.333333333333333,0.9861538461538462,1.169230769230769,-0.0899999999999998,0.3299999999999998,14.69,11.13,65.43,3.822930812871193,3.56019662378358,1.1530414201183432
0,187.5,loamy,4.61,2.82,1.33,0.42,13.0002,0.5586,1.6347517730496457,3.166666666666667,3.4661654135338344,6.714285714285714,3.28,2.4,5.55,23.26,43.44,3.605579010367128,0.7473954776421918,23.27282491944146
2,230.0,sandy,6.89,2.42,5.99,1.63,16.6738,9.7637,2.8471074380165287,3.674846625766872,1.1502504173622703,1.4846625766871169,0.8999999999999995,0.79,12.89,9.45,64.34,4.083356462519529,3.124691984820264,1.7077337484764996
1,224.9,clay,5.58,3.31,4.54,1.47,18.4698,6.6738,1.6858006042296072,3.08843537414966,1.2290748898678414,2.251700680272109,1.04,1.84,8.62,12.57,62.81,4.297650520924194,2.583369892214431,2.7675087656207857
1,52.1,sandy,6.25,2.33,4.29,1.09,14.5625,4.676100000000001,2.682403433476394,3.935779816513761,1.456876456876457,2.1376146788990824,1.96,1.24,7.67,13.66,63.01,3.816084380618437,2.1624291895921126,3.1142404995616
1,91.7,clay,7.0,2.97,4.86,0.99,20.790000000000003,4.8114,2.356902356902357,4.909090909090909,1.4403292181069958,3.0000000000000004,2.14,1.98,7.5,15.97,68.33,4.559605246071199,2.1934903692517094,4.320987654320988
0,245.7,loamy,4.71,3.9,2.04,0.23,18.369,0.4692,1.2076923076923076,8.869565217391305,2.3088235294117645,16.956521739130434,2.67,3.67,5.29,16.26,46.82,4.285907138518052,0.6849817515817483,39.149616368286445
2,215.1,sandy,5.32,2.57,5.6,2.43,13.6724,13.608,2.0700389105058368,2.304526748971193,0.95,1.0576131687242798,-0.2799999999999993,0.1399999999999996,13.31,15.25,69.64,3.697620856713138,3.688902275745456,1.0047325102880658
0,70.4,clay,4.76,4.05,1.55,0.14,19.278,0.217,1.1753086419753087,11.071428571428571,3.070967741935484,28.928571428571423,3.21,3.91,4.68,18.9,62.21,4.390671930354168,0.4658325879540846,88.83870967741933
0,68.1,sandy,6.36,3.16,1.7,0.26,20.097600000000003,0.442,2.0126582278481013,6.538461538461538,3.741176470588236,12.153846153846152,4.66,2.9000000000000004,5.01,18.78,50.43,4.483034686459609,0.6648308055437865,45.46968325791856
0,117.2,loamy,5.38,2.99,1.69,0.5,16.0862,0.845,1.7993311036789297,3.38,3.1834319526627217,5.98,3.69,2.49,5.42,25.81,53.87,4.010760526383993,0.9192388155425116,19.03692307692308
1,190.8,sandy,5.91,2.73,4.61,1.34,16.1343,6.1774,2.1648351648351647,3.4402985074626864,1.281995661605206,2.0373134328358207,1.2999999999999998,1.39,9.57,18.85,59.08,4.016752419554882,2.485437587226845,2.611826982225532
0,217.7,clay,4.69,4.52,1.72,0.24,21.1988,0.4128,1.0376106194690269,7.166666666666667,2.726744186046512,18.83333333333333,2.9700000000000006,4.279999999999999,4.31,16.51,45.9,4.604215459771621,0.6424951361683604,51.35368217054263
2,77.5,clay,6.52,3.46,5.32,1.9,22.5592,10.108,1.8843930635838149,2.8000000000000003,1.225563909774436,1.8210526315789477,1.1999999999999993,1.56,10.64,12.7,81.56,4.749652618876458,3.1793081008294872,2.23181638306292
1,52.3,clay,6.18,2.84,5.6,1.81,17.551199999999998,10.136,2.176056338028169,3.0939226519337013,1.1035714285714286,1.5690607734806628,0.5800000000000001,1.0299999999999998,10.6,14.39,71.52,4.189415233657318,3.1837085293726246,1.731570639305446
2,238.2,loamy,6.21,2.93,4.88,1.1,18.1953,5.368,2.1194539249146755,4.436363636363636,1.272540983606557,2.663636363636364,1.33,1.83,9.19,8.83,64.66,4.265594917476342,2.3168944732119328,3.3895864381520115
2,234.6,loamy,7.55,3.17,4.5,2.01,23.9335,9.044999999999998,2.3817034700315456,2.238805970149254,1.6777777777777778,1.5771144278606966,3.05,1.16,13.42,8.51,79.21,4.892187649712549,3.007490648364513,2.646047540077391
2,111.7,clay,5.93,3.38,6.11,2.03,20.0434,12.4033,1.7544378698224852,3.009852216748769,0.9705400981996726,1.665024630541872,-0.1800000000000006,1.35,12.87,12.53,59.44,4.476985593007867,3.521831909674282,1.615973168430982
2,210.5,loamy,7.81,3.45,5.25,1.61,26.9445,8.4525,2.2637681159420286,3.260869565217391,1.4876190476190476,2.142857142857143,2.56,1.84,11.8,8.45,74.02,5.19080918547388,2.9073183520213264,3.1877551020408164
2,243.7,sandy,7.22,2.68,5.87,1.79,19.3496,10.5073,2.694029850746269,3.2793296089385477,1.229982964224872,1.4972067039106145,1.3499999999999996,0.8900000000000001,13.12,8.18,82.8,4.398818023060286,3.2414965679451213,1.841538739733328
1,169.3,sandy,6.01,2.57,3.82,1.32,15.4457,5.0424,2.3385214007782102,2.8939393939393936,1.5732984293193717,1.9469696969696968,2.19,1.2499999999999998,8.72,14.64,65.54,3.930101779852527,2.245528890929707,3.063164366174837
2,174.4,loamy,6.74,2.75,5.45,1.72,18.535,9.374,2.450909090909091,3.168604651162791,1.236697247706422,1.5988372093023255,1.29,1.03,13.4,10.72,59.19,4.305229378325852,3.0616988748079064,1.9772775762748025
2,101.3,loamy,6.47,3.33,5.16,1.51,21.5451,7.7916,1.9429429429429428,3.4172185430463577,1.253875968992248,2.205298013245033,1.3099999999999996,1.82,11.73,5.28,70.29,4.64166995810775,2.7913437624198134,2.765170183274295
2,59.7,clay,7.22,3.25,5.57,2.7,23.465,15.039,2.221538461538461,2.062962962962963,1.2962298025134649,1.2037037037037035,1.6499999999999997,0.5499999999999998,15.19,10.76,76.91,4.844068537913145,3.8780149561341295,1.560276614136578
2,102.1,clay,6.91,3.25,7.84,2.95,22.4575,23.128,2.126153846153846,2.657627118644068,0.8813775510204082,1.1016949152542372,-0.9299999999999996,0.2999999999999998,13.04,10.51,80.69,4.738934479395131,4.809157930448947,0.9710091663784156
2,251.1,clay,6.63,3.21,4.63,1.43,21.2823,6.6209,2.0654205607476634,3.237762237762238,1.431965442764579,2.244755244755245,2.0,1.78,13.42,10.72,56.84,4.613274325248825,2.573110957576451,3.2144119379540546
2,276.9,sandy,6.23,2.0,5.19,1.67,12.46,8.667300000000001,3.115,3.1077844311377247,1.2003853564547209,1.1976047904191618,1.04,0.33,10.3,8.83,58.68,3.529872518944558,2.94402785312911,1.4375872532391862
0,197.7,sandy,4.86,3.01,1.38,0.28,14.6286,0.3864,1.6146179401993357,4.928571428571428,3.521739130434783,10.749999999999998,3.4800000000000004,2.7299999999999995,5.78,21.57,47.9,3.82473528495764,0.6216108107168021,37.85869565217392
0,58.1,loamy,5.49,3.59,1.37,0.26,19.7091,0.3562,1.52924791086351,5.269230769230769,4.007299270072992,13.807692307692308,4.12,3.33,4.93,20.98,49.88,4.439493214320752,0.596824932455071,55.33155530600786
2,262.9,loamy,6.23,3.18,6.7,1.72,19.811400000000003,11.524,1.959119496855346,3.895348837209303,0.9298507462686568,1.8488372093023255,-0.4699999999999997,1.4600000000000002,12.15,8.32,64.06,4.450999887665692,3.394701754204631,1.7191426587990282
1,236.6,clay,6.3,3.22,3.46,1.32,20.286,4.567200000000001,1.9565217391304344,2.621212121212121,1.8208092485549128,2.4393939393939394,2.84,1.9,7.88,15.78,56.6,4.503998223800716,2.137100839923096,4.441671045717288
0,91.1,loamy,4.91,2.55,1.79,0.29,12.5205,0.5191,1.925490196078432,6.172413793103448,2.7430167597765363,8.793103448275861,3.12,2.26,5.3,24.84,48.16,3.5384318560627954,0.7204859471218019,24.119630129069545
1,254.5,loamy,5.7,2.48,4.19,1.4,14.136,5.8660000000000005,2.298387096774193,2.9928571428571438,1.3603818615751788,1.7714285714285716,1.5099999999999998,1.08,7.56,16.58,56.35,3.759787228022352,2.4219826588974582,2.40981929764746
1,98.2,clay,5.62,3.51,4.09,1.7,19.7262,6.952999999999999,1.6011396011396013,2.4058823529411764,1.374083129584352,2.064705882352941,1.5300000000000002,1.81,7.17,11.6,56.31,4.441418692264894,2.6368541863364383,2.8370775204947507
2,116.2,loamy,6.11,3.1,5.17,2.26,18.941000000000003,11.6842,1.970967741935484,2.2876106194690267,1.181818181818182,1.3716814159292037,0.9400000000000004,0.8400000000000003,11.34,11.36,68.85,4.3521259172960525,3.418215908920909,1.6210780370072408
2,140.0,sandy,6.99,2.53,6.41,1.56,17.6847,9.9996,2.762845849802372,4.108974358974359,1.0904836193447738,1.6217948717948716,0.5800000000000001,0.9699999999999998,11.84,13.07,71.71,4.205318061692837,3.162214413982708,1.768540741629665
2,81.6,clay,7.93,3.36,6.66,2.14,26.6448,14.252400000000002,2.3601190476190474,3.1121495327102804,1.190690690690691,1.5700934579439252,1.2699999999999996,1.2199999999999998,11.86,7.89,80.75,5.161860129836917,3.7752350920174496,1.8694956638881868
1,255.9,clay,5.66,2.96,4.64,1.29,16.7536,5.9856,1.9121621621621625,3.5968992248062013,1.2198275862068966,2.294573643410853,1.0200000000000005,1.67,9.51,13.82,61.12,4.093116172306865,2.446548589339685,2.7989842288158244
0,62.6,sandy,5.14,2.69,1.54,0.24,13.8266,0.3696,1.9107806691449811,6.416666666666667,3.3376623376623376,11.208333333333334,3.6,2.45,5.15,24.05,46.26,3.7184136402503687,0.6079473661428265,37.40963203463203
1,186.3,loamy,6.15,2.91,3.62,1.0,17.896500000000003,3.62,2.11340206185567,3.62,1.6988950276243096,2.91,2.53,1.91,8.23,11.19,62.82,4.230425510513098,1.9026297590440449,4.943784530386741
0,103.9,sandy,5.17,3.05,1.57,0.29,15.7685,0.4553,1.6950819672131148,5.413793103448277,3.2929936305732483,10.517241379310343,3.6,2.76,4.64,20.97,55.58,3.970957063479785,0.6747592163134936,34.63320887327037
0,171.8,sandy,5.43,2.38,1.33,0.2,12.9234,0.266,2.2815126050420167,6.65,4.082706766917293,11.9,4.1,2.18,3.62,18.18,56.94,3.5949130726625365,0.5157518783291051,48.584210526315786
1,94.6,sandy,5.9,2.52,4.87,1.09,14.868,5.308300000000001,2.3412698412698414,4.467889908256881,1.211498973305955,2.311926605504587,1.0300000000000002,1.43,10.45,13.75,64.35,3.855904563134311,2.3039748262513635,2.800896708927528
1,288.8,clay,5.8,2.83,3.85,1.23,16.414,4.7355,2.049469964664311,3.1300813008130084,1.5064935064935063,2.3008130081300813,1.95,1.6,7.75,13.8,57.7,4.051419504321912,2.176120401080786,3.4661598564037592
2,194.9,clay,6.7,3.37,4.89,1.81,22.579,8.8509,1.98813056379822,2.701657458563536,1.3701431492842535,1.861878453038674,1.8100000000000005,1.56,8.99,10.18,68.85,4.751736524682319,2.975046218128384,2.5510400072309034
1,117.1,sandy,6.87,2.17,4.09,1.28,14.9079,5.2352,3.165898617511521,3.1953125,1.6797066014669928,1.6953125,2.78,0.8899999999999999,9.33,13.55,54.51,3.8610749798469337,2.2880559433720147,2.847627597799511
1,234.2,sandy,5.56,2.12,4.02,1.06,11.7872,4.2612,2.622641509433962,3.792452830188679,1.383084577114428,2.0,1.54,1.06,7.44,13.2,71.19,3.4332491899074267,2.064267424535881,2.766169154228856
0,166.0,sandy,4.73,2.98,1.51,0.18,14.0954,0.2718,1.5872483221476512,8.38888888888889,3.132450331125828,16.555555555555557,3.2200000000000006,2.8,4.6,22.26,51.41,3.7543841039510064,0.521344415909483,51.85945548197205
0,207.1,clay,5.11,4.76,1.46,0.2,24.3236,0.292,1.073529411764706,7.3,3.5000000000000004,23.8,3.65,4.56,3.91,17.06,46.25,4.93189618706639,0.5403702434442518,83.3
1,280.0,loamy,6.24,2.9,4.39,1.24,18.096,5.4436,2.151724137931035,3.540322580645161,1.4214123006833714,2.338709677419355,1.8500000000000003,1.66,5.88,12.66,59.53,4.253939350766534,2.333152373935316,3.3242707032111105
1,245.7,loamy,5.55,3.06,3.65,1.47,16.983,5.3655,1.8137254901960784,2.4829931972789114,1.5205479452054795,2.0816326530612246,1.9,1.59,7.03,16.95,52.02,4.121043557158793,2.3163548950884016,3.165222253284876
0,285.3,clay,4.45,4.45,1.68,0.34,19.8025,0.5712,1.0,4.941176470588235,2.648809523809524,13.088235294117649,2.7700000000000005,4.11,5.53,22.35,56.61,4.45,0.7557777451076474,34.66824229691877
0,80.8,loamy,4.7,3.54,1.55,0.25,16.638,0.3875,1.3276836158192091,6.2,3.032258064516129,14.16,3.1500000000000004,3.29,5.97,22.81,54.02,4.078970458338722,0.6224949798994366,42.93677419354839
0,278.9,sandy,4.52,2.33,1.18,0.28,10.5316,0.3304,1.9399141630901284,4.2142857142857135,3.830508474576271,8.321428571428571,3.34,2.05,4.97,23.33,52.84,3.245242671973854,0.5748043145279966,31.87530266343825
1,276.7,clay,6.49,2.77,3.9,1.65,17.9773,6.435,2.342960288808664,2.363636363636364,1.6641025641025642,1.678787878787879,2.5900000000000003,1.12,8.59,14.44,44.7,4.239964622493919,2.536730178793164,2.793675213675214
2,278.1,loamy,6.07,3.2,4.64,2.05,19.424000000000003,9.512,1.896875,2.2634146341463417,1.308189655172414,1.5609756097560978,1.4300000000000006,1.1500000000000004,10.73,12.57,64.59,4.407266726668583,3.0841530441921976,2.0420521446593782
2,107.7,sandy,7.35,2.76,6.61,2.1,20.286,13.881000000000002,2.6630434782608696,3.1476190476190475,1.1119515885022693,1.314285714285714,0.7399999999999993,0.6599999999999997,13.29,9.14,80.16,4.503998223800715,3.725721406654019,1.4614220877458393
1,243.5,loamy,5.77,2.84,3.98,1.45,16.386799999999997,5.771,2.0316901408450705,2.7448275862068967,1.449748743718593,1.9586206896551723,1.7899999999999996,1.39,7.82,13.39,58.84,4.048061264358532,2.402290573598456,2.83950788424883
2,246.0,loamy,7.13,2.54,4.85,1.73,18.1102,8.3905,2.807086614173228,2.803468208092485,1.4701030927835053,1.4682080924855492,2.28,0.81,10.48,9.72,79.35,4.25560806466009,2.8966359798911565,2.1584172576127765
1,112.6,clay,6.08,2.83,4.25,1.39,17.206400000000002,5.9075,2.148409893992933,3.0575539568345325,1.4305882352941175,2.035971223021583,1.83,1.4400000000000002,7.08,16.45,53.68,4.148059787418692,2.4305349205473266,2.912636479052053
2,250.7,loamy,7.28,2.55,6.17,1.9,18.564,11.723,2.8549019607843142,3.247368421052632,1.179902755267423,1.3421052631578947,1.1100000000000003,0.6499999999999999,11.23,12.01,68.38,4.308596059042899,3.423886680367795,1.58355369785891
0,216.0,loamy,4.41,2.82,1.22,0.46,12.4362,0.5612,1.5638297872340428,2.652173913043478,3.614754098360656,6.130434782608695,3.1900000000000004,2.36,5.48,14.61,50.74,3.5264996809868,0.7491328320131218,22.160014255167496
2,174.5,loamy,7.82,3.24,5.74,2.0,25.336800000000004,11.48,2.4135802469135803,2.87,1.362369337979094,1.62,2.08,1.2400000000000002,13.24,10.89,57.81,5.033567323479443,3.388214869219483,2.2070383275261327
2,170.5,clay,5.96,3.13,5.69,2.11,18.6548,12.0059,1.904153354632588,2.6966824644549767,1.047451669595782,1.4834123222748816,0.2699999999999996,1.02,12.96,8.46,73.55,4.3191202807979305,3.4649531021357274,1.5538027136657808
2,227.8,clay,5.1,3.2,4.55,2.41,16.32,10.9655,1.5937499999999998,1.8879668049792528,1.120879120879121,1.3278008298755186,0.5499999999999998,0.79,13.3,10.12,56.11,4.039801975344831,3.3114196351414,1.4883042268934386
0,113.7,loamy,5.32,3.14,1.39,0.21,16.704800000000002,0.2919,1.694267515923567,6.619047619047619,3.827338129496404,14.952380952380954,3.9300000000000006,2.93,4.82,18.11,42.43,4.087150596687135,0.5402777063696039,57.22781774580336
2,61.0,loamy,6.42,3.06,5.77,1.78,19.6452,10.2706,2.0980392156862746,3.2415730337078648,1.1126516464471403,1.7191011235955056,0.6500000000000004,1.28,9.37,11.81,58.47,4.43229060419102,3.204777683397087,1.912760695577668
1,63.1,loamy,6.63,3.08,4.9,1.24,20.4204,6.0760000000000005,2.1525974025974026,3.951612903225807,1.3530612244897957,2.4838709677419355,1.7299999999999995,1.84,7.69,13.05,54.38,4.518893669915237,2.464954360632261,3.3608294930875573
1,175.8,clay,5.78,2.82,4.62,1.31,16.299599999999998,6.0522,2.049645390070922,3.5267175572519083,1.251082251082251,2.15267175572519,1.16,1.5099999999999998,8.42,16.05,55.81,4.037276309592891,2.460121948196877,2.693169425993853
2,259.0,sandy,6.44,2.57,5.32,1.76,16.5508,9.3632,2.505836575875487,3.022727272727273,1.2105263157894737,1.4602272727272727,1.12,0.8099999999999998,13.01,7.78,66.46,4.068267444502635,3.0599346398248444,1.767643540669856
1,121.3,loamy,7.36,2.6,4.64,1.05,19.136000000000003,4.872,2.830769230769231,4.419047619047618,1.5862068965517244,2.4761904761904763,2.7200000000000006,1.55,7.02,14.03,58.92,4.374471396637541,2.207260745811423,3.927750410509032
0,167.5,clay,4.8,4.11,1.72,0.35,19.728,0.602,1.167883211678832,4.914285714285715,2.7906976744186047,11.742857142857144,3.08,3.76,4.64,19.4,50.51,4.44162132559722,0.7758865896508329,32.77076411960133
0,178.1,sandy,5.45,2.47,1.48,0.17,13.4615,0.2516,2.2064777327935223,8.705882352941176,3.682432432432433,14.529411764705882,3.97,2.3000000000000003,5.43,19.04,47.04,3.668991687098787,0.5015974481593781,53.503577106518286
0,129.8,sandy,5.34,3.15,1.33,0.2,16.820999999999998,0.266,1.6952380952380952,6.65,4.015037593984962,15.749999999999998,4.01,2.95,3.31,19.77,50.28,4.101341244032249,0.5157518783291051,63.23684210526314
2,111.2,loamy,7.43,2.55,6.29,1.86,18.9465,11.6994,2.9137254901960787,3.3817204301075265,1.1812400635930047,1.3709677419354838,1.1399999999999997,0.6899999999999997,13.29,9.59,59.88,4.35275774653265,3.420438568371021,1.6194420226678288
2,216.8,sandy,6.87,2.73,5.77,1.3,18.7551,7.500999999999999,2.5164835164835164,4.438461538461538,1.1906412478336224,2.1,1.1000000000000003,1.43,9.91,10.27,64.0,4.330715876157197,2.738795355626265,2.5003466204506064
0,101.5,loamy,5.05,4.13,1.59,0.22,20.8565,0.3498,1.2227602905569006,7.227272727272727,3.176100628930817,18.772727272727277,3.46,3.91,5.09,14.94,46.7,4.56689172194831,0.5914389233048498,59.624070897655805
0,134.6,clay,5.8,3.97,1.62,0.56,23.026,0.9072,1.4609571788413096,2.892857142857143,3.5802469135802464,7.0892857142857135,4.18,3.41,4.16,24.16,55.69,4.7985414450643225,0.9524704719832526,25.38139329805996
0,86.4,clay,4.66,3.72,1.92,0.27,17.3352,0.5184,1.2526881720430108,7.111111111111111,2.427083333333333,13.777777777777777,2.74,3.45,5.4,21.27,57.73,4.163556172312318,0.72,33.43981481481482
1,243.1,sandy,5.42,2.42,3.86,1.23,13.1164,4.7478,2.239669421487603,3.138211382113821,1.4041450777202074,1.967479674796748,1.56,1.19,9.73,18.09,60.6,3.621657079293952,2.1789446987016445,2.762626900880408
2,297.9,clay,5.92,2.74,4.66,1.83,16.2208,8.527800000000001,2.1605839416058394,2.546448087431694,1.2703862660944203,1.4972677595628416,1.2599999999999998,0.91,8.63,8.3,47.25,4.027505431405401,2.920239716187697,1.9021083984145968
1,92.8,loamy,5.9,2.68,5.63,1.31,15.812,7.3753,2.201492537313433,4.297709923664122,1.0479573712255774,2.045801526717557,0.2700000000000004,1.37,8.12,14.32,64.6,3.976430560188371,2.7157503567154326,2.143912789988204
1,121.9,loamy,6.07,3.08,4.84,1.2,18.6956,5.808,1.9707792207792207,4.033333333333333,1.2541322314049588,2.566666666666667,1.2300000000000004,1.88,7.18,13.83,57.78,4.323840885139045,2.409979253022731,3.2189393939393947
2,277.9,loamy,7.14,3.17,5.28,2.04,22.6338,10.7712,2.252365930599369,2.588235294117647,1.352272727272727,1.553921568627451,1.8599999999999997,1.13,12.91,7.11,73.44,4.757499343142361,3.2819506394825626,2.1013257575757573
0,63.1,sandy,5.22,3.32,1.81,0.35,17.330399999999997,0.6335,1.572289156626506,5.171428571428572,2.883977900552486,9.485714285714286,3.41,2.97,5.33,17.47,50.52,4.162979702088397,0.7959271323431562,27.35659037095501
0,58.1,sandy,5.5,2.25,1.5,0.34,12.375,0.51,2.4444444444444446,4.411764705882352,3.6666666666666665,6.617647058823529,4.0,1.91,3.55,19.36,51.62,3.517811819867572,0.714142842854285,24.264705882352946
2,232.4,loamy,6.71,3.57,5.39,1.94,23.9547,10.4566,1.8795518207282915,2.778350515463917,1.2448979591836735,1.8402061855670104,1.3200000000000005,1.63,13.8,11.13,78.57,4.894353889942982,3.2336666494863078,2.2908689248895437
0,166.6,clay,5.01,3.97,1.24,0.33,19.8897,0.4092,1.2619647355163728,3.757575757575757,4.040322580645161,12.030303030303031,3.77,3.64,5.32,23.85,40.78,4.459786990429027,0.6396874236687791,48.606304985337246
1,213.9,clay,5.62,3.04,3.9,1.55,17.0848,6.045,1.848684210526316,2.5161290322580645,1.441025641025641,1.961290322580645,1.7200000000000002,1.49,8.41,17.06,67.47,4.133376343862243,2.458658170628849,2.8262696443341606
1,185.9,loamy,6.02,2.76,4.29,1.31,16.615199999999998,5.6199,2.181159420289855,3.2748091603053435,1.403263403263403,2.106870229007633,1.7299999999999995,1.4499999999999995,7.81,15.96,62.63,4.076174677316957,2.3706328269050863,2.956493887791597
